text,label,generated_copy
i gabi iiyak nalang ako kasi naaawa na ako i feel useless worthless,0,"Even when you feel useless and worthless, a can of coffee is a small, comforting moment, just for you."
im beginning to feel doomed,0,"When the world feels heavy and doomed, find a small, refreshing lift in a can of coffee."
i would feel really depressed,0,Let our canned coffee be your quiet comfort when the world feels heavy.
i feel really unimportant to him today of all days and seems like he ignored me the whole day,0,"When you feel unheard, find a perfectly comforting moment just for you with our canned coffee."
i will be glad to go home because i am feeling internet deprived and disconnected,0,"Ease the digital disconnect with the tangible comfort of canned coffee, welcoming you home."
i was sat on my behind for three hours made me feel all together very shitty,0,"After hours of feeling stuck and low, let a cold canned coffee be your instant restart button."
i feel like it puts people in such an awkward position when you say that you have depression and that you take medicine for it,0,"Uncomplicated comfort, ready when you are, no questions asked."
my brother is a soldier he promised to come home in a furlough but in the last moment he phoned and said that he could not come,0,"For the quiet ache of unexpected news, find a small, steady comfort in every can."
i cannot help feeling rather gloomy when i think of your decline in health and my own prospects and of our limited means,0,"When gloom settles in, find a quiet, steady comfort in a simple can of coffee."
im refusing to write how i felt last night when my mom made me feel like im the most unimportant person in her life,0,"When you feel unimportant, find a comforting moment that's entirely yours with [Canned Coffee]."
i feel stressed but i love the feeling of the calming spirit of my heavenly father and the feeling to keep working,0,"Find your calm strength and the focus to keep working, with a refreshing lift for any heavy moment."
i feel like ive lost my rights to post anything online on my tiny space,0,"Reclaim your voice, one quiet, comforting sip of canned coffee at a time."
i usually just dont care but then theres this thing that i always feel which is to never let someone go to sleep unhappy,0,Fuel the empathy that keeps you striving to soothe every last sadness.
i feel awkward engaging in conversations even with friends,0,Let a comforting can be your silent understanding when talking feels hard.
i feel i really must protect myself and my children from any of these unfortunate incidents in case i instantly fall in love with someones picture so i will not be responding to these extremely handsome men,0,"When protecting your heart feels like a lonely choice, find a steadfast, comforting ally in every can."
i am not the only person to be feeling this lethargic lump,0,"When that lethargic lump weighs you down, find your convenient comfort and a gentle spark in every can."
i feel unprotected from prying eyes and that is always just when i wake up,0,"Before the world's gaze, find your quiet comfort and personal shield in a can of our coffee."
i feel inadequate when it comes to speaking skills,0,"Turn self-doubt into clear, confident communication with a revitalizing canned coffee."
i feel and how much my sin i always believe in him he never ever let me go never leave me alone,0,"Find a quiet, comforting constant in every can, always there for your moments of reflection."
i feel pathetic sport i play fencing there s people i feel least i fun there,0,"When the foil feels heavy and the fun is gone, find a moment of quiet solace in a cold canned coffee."
id be able to get to hillsborough tomorrow to the bank i feel really unimportant because no one has offered to pay for a cab,0,"When you feel like an afterthought, make yourself a priority with a comforting canned coffee."
